MessageID,MessageType,MessageBody,Timestamp
"404","sent","if you dont got time for bullshit like this i totally understand","1323055698"
"1289","sent","naw youre just chillin","1337496416"
"449","sent","go to edit","1323662011"
"904","recieved","but i doubt daft punk will play","1328764327"
"1745","recieved","its all good","1359689331"
"15","sent","uhhhhhhhhhhhhhhhhgimmie $0.99 credit for every mp3 i ever gave you","1244422712"
"403","sent","haha","1323055686"
"1817","recieved","done slut","1366151529"
"402","sent","just a quick isolate black and white colors","1323055526"
"448","sent","oh yeah","1323662002"
"687","sent","damn, ill pick up an eigth","1326907207"
"1552","sent","i need 100+ business graphics","1353095429"
"1071","sent","http://sphotos.xx.fbcdn.net/hphotos-snc7/s720x720/396393_10100152669361391_22018084_41917529_899939981_n.jpg","1332826924"
"855","recieved","favorite asap video","1328590362"
"400","sent","lol check the email","1323055507"
"1456","sent","saw him at lolla, it was all fucked up w/ the weather and shit","1347943060"
"1191","sent","Tom Lesny","1335331315"
"401","sent","i need a document cleaned up and i dont have photoshop on my machine","1323055517"
"1696","sent","kk fsho","1359246846"
"158","sent","i dont know michael tho, but its w/e","1312345152"
"783","recieved","i wanna get 1k+ likes on fb","1327473413"
"686","recieved","fri-sun","1326907186"
"1551","sent","gimmie links to your latest shit","1353095423"
"1070","sent","basically this","1332826922"
"854","recieved","http://www.youtube.com/watch?feature=endscreen&v=KuZ2QZKYj7c&NR=1","1328590359"
"1455","sent","aww good shit nig","1347943050"
"1190","sent","for his own prof","1335331313"
"1695","recieved","Ill holla at u if I don't get too shwasted","1359246797"
"157","sent","fuck you think, me and piotr got this rap game on lockdown","1312345136"
"782","sent","we'll tweak it","1327473377"
"685","sent","for sure","1326907178"
"1550","recieved","mehhh","1352919765"
"1069","recieved","sure","1332826899"
"853","recieved","got a SLR that shoots 1080p","1328590234"
"1454","recieved","just got my tickets","1347942952"
"1189","sent","https://fbcdn-sphotos-a.akamaihd.net/hphotos-ak-ash4/308641_1907353960967_1155331490_32804096_1811440349_n.jpg","1335331308"
"1694","sent","lmao","1359246744"
"156","sent","yeah nigga","1312345121"
"781","recieved","not bad","1327473338"
"684","recieved","yea but keep your mouth shut its a surprize","1326907158"
"1549","sent","90% of startups fail, when I get experience then yeah","1352919683"
"1068","sent","u wanna see how awesome my bar crawl shirts gonna be?","1332826887"
"852","recieved","were working on a video low key","1328590226"
"1453","recieved","weeknd friday","1347942949"
"1188","sent","just put this guy in it too","1335331308"
"1693","recieved","Dude I always ask now cuz they didn't let me in at Paris in Chicago wearing those things","1359246666"
"155","sent","im workin on gettin him in the studio for mastering session","1312345119"
"780","sent","""design for a higher purpose""","1327473318"
"683","sent","you comin down this weekend?","1326907124"
"1548","sent","Housing and meals incl","1352919679"
"1692","sent","imma go cuz my buddys opening and i got dat tab open for me :D","1359246657"
"851","recieved","sick","1328590222"
"1452","recieved","btw","1347942948"
"1187","sent","aww i was gonna say","1335331304"
"1067","sent","naw im just fuckin","1332826872"
"154","recieved","o damn really","1312345111"
"779","recieved","good","1327473286"
"682","sent","peace","1324876492"
"1547","recieved","fuck big corporations","1352919615"
"1691","sent","lmao yeah theyll let u in","1359246642"
"850","sent","and a nigguh w/ an hd flip cam to make a gangsta ass vid","1328589906"
"1451","recieved","and we will get sluts","1347942947"
"1186","recieved","u need more?","1335331301"
"1066","recieved","zg flyers?","1332826809"
"153","sent","""bsick""","1312345106"
"778","sent","im taking a marketing/entrepeneurship seminar","1327473278"
"681","sent","yeah i know right","1324876490"
"1546","sent","$36/hr","1352919612"
"1690","recieved","So we can all come in rocking our hawks gear? Jerseys, hats, sneakers etc","1359246628"
"849","sent","http://www.youtube.com/watch?v=dGd9DTTrX4U","1328589798"
"1450","recieved","ill meet up with u after","1347942941"
"1185","recieved","no more","1335331296"
"1065","sent","u being konrads bitch and making his zg flyers?","1332826671"
"152","recieved","find him on soundcloud","1312345105"
"777","recieved","graphics your grandma approves ","1327473269"
"680","recieved","wtf","1324876459"
"1545","recieved","its all about start ups","1352919607"
"1689","sent","naw it's same shit as everywhere here","1359246591"
"848","sent","isael needs a beat like this","1328589796"
"1449","sent","i'll go by best buy and throw you 50 of those bitches","1347942878"
"1184","recieved","thats it","1335331295"
"1064","recieved","deuces","1332560819"
"151","sent","i know nick","1312345103"
"776","sent","""health care for a higher purpose""","1327473268"
"679","recieved","tomorrow monday","1324876458"
"1544","recieved","work for fb,, gay","1352919588"
"1688","recieved","I'm going to some party. There a dress code for lion?","1359246557"
"847","sent","$WAG","1328589604"
"1448","recieved","til 9","1347942831"
"1183","sent","omfgggg it looks so baller","1335331274"
"1063","sent","peace","1332560813"
"150","recieved","yea thats him","1312345098"
"775","sent","i heard a good one today","1327473262"
"678","recieved","aight im bouncing","1324876452"
"1543","sent","After my first paycheck I'm hittin vegas hard as fuck","1352919478"
"1687","sent","go to lion it's gonna be poppin i hear","1359246537"
"846","recieved","and ur buddy gonna become rich","1328589296"
"1447","recieved","i work","1347942829"
"1182","sent","email me full","1335331208"
"1062","sent","imma bounce, im still in boston","1332560812"
"149","sent","yeah my bad wth","1312345091"
"774","sent","oh you want that shit","1327473255"
"677","sent","yeah im pretty dumb for an engineer, but now i wanna get a copper cable instead of stock steel","1324876196"
"1542","sent","Hopefully I get that facebook position, then come visit me in palo alto","1352919417"
"1686","sent","nice nice","1359246530"
"845","recieved","hes gonna blow up","1328589291"
"1446","recieved","probably maybe well see","1347942827"
"1181","sent","i'll do it for you wojtus","1335331201"
"1061","sent","yeah, you need a lot of drugs for that shit","1332560806"
"148","sent","or the dude you need beats for rather","1312345086"
"773","recieved","things like that","1327473255"
"676","recieved","stoopid","1324876171"
"1541","sent","Yeah nigguh, I really need to learn some web/php shit","1352919386"
"1685","recieved","Comin down and it's going down","1359246508"
"844","sent","gangsta ass hook","1328589200"
"1445","sent","fsho you gonna be around saturday?","1347942798"
"1180","sent","lmaooooooooo","1335331197"
"1060","recieved","although he is good as shit its too repetitive for me","1332560776"
"147","recieved","hes not black you moron","1312345085"
"772","recieved","levis has go forth","1327473250"
"675","sent","turns out i just needed to sand them and shit to get em to work, but i have one ear cup working","1324876170"
"1540","recieved","but i def see you working with me since im gonna be getting into interface design as well","1352919323"
"1684","sent","cmoin down?","1359246480"
"843","sent","http://www.youtube.com/watch?v=IcRBKVhCGKE","1328589197"
"1444","recieved","i will need some yes","1347942771"
"1179","recieved","u winning this","1335331184"
"1059","recieved","im tired of hearing cox's house beats ","1332560767"
"146","sent","motherfucker is your black friend michael isael?","1312345061"
"771","recieved","nike has just do it","1327473246"
"674","sent","i tried to tin the tips with solder to get a better connection and the plastic melted","1324876154"
"1539","recieved","if u have ideas for VGFX rebranding, let me know","1352919300"
"1683","sent","haha","1357447523"
"842","recieved","yea","1328588726"
"1443","sent","you want some?","1347942711"
"1178","recieved","fuck everybody","1335331180"
"1058","sent","solveig dropped rihanna lolz","1332560759"
"145","recieved","not a big fan of him","1311622938"
"770","recieved","kinda","1327473224"
"673","recieved","how the fuck you do that","1324876135"
"1538","recieved","theres a lot of $$ to be made","1352919290"
"1682","recieved","looking sexy will definitely not hurt at all","1357447497"
"841","sent","shits crazy nigguh","1328588666"
"1442","sent","flyers and wristbands print by friday, i'm coming up to chi to distribute flyers this weekend","1347942710"
"1177","recieved","do it","1335331176"
"1057","recieved","benassi threw down as usual","1332560748"
"144","recieved","meh","1311622934"
"769","sent","vote for wojtek?","1327473216"
"672","sent","im rockin some 30 dollar sennheisers now, i melted the hd25 cable","1324876089"
"1537","recieved","i wanna see the final product","1352919275"
"1681","sent","that's gotta be like white suburban hoski level bitching","1357447412"
"840","recieved","did not know that","1328588622"
"1441","sent","pretty good","1347942282"
"1176","recieved","why","1335331175"
"1056","recieved","soveig sucked dick","1332560742"
"143","sent","http://www.youtube.com/watch?v=Z6B9MHKhirg","1311622619"
"768","recieved","doesnt make him shit","1327473215"
"671","sent","lol","1324876064"
"1536","recieved","good","1352919268"
"1680","sent","lol","1357447402"
"839","recieved","damn","1328588618"
"1440","recieved","hows barn dance promo homo","1347942259"
"1175","sent","lmaooooooo im gonna get so much shit for making that my default","1335331166"
"1055","recieved","i saw benassi and solveig","1332560739"
"142","recieved","it is","1311622556"
"767","sent","what kinda campaign","1327473212"
"766","sent","hes got a website","1327473202"
"1535","sent","I did apps for three months at state farm","1352919260"
"1679","recieved","and theyll eventually give u a new mac","1357447383"
"670","recieved","i was drunk or high or both came home i put them on and then tried to fix them and pressed too hard and snapped em","1324876002"
"1439","recieved","fo sho","1347663465"
"1174","recieved","the second is for promo","1335331157"
"1054","sent","i was watching earlier w/ nicky romero and shit","1332560725"
"141","sent","spotify is the shit its so simple","1311622409"
"838","sent","u know weeknd releasing all his shit remastered commercially?]","1328588609"
"765","recieved","he has no campaign","1327473184"
"1534","sent","I'm gonna be using the native soundcloud api and shit","1352919243"
"1053","sent","lolz same","1332560705"
"669","recieved","yea but it was my fault","1324875984"
"1438","sent","thanks again homie","1347663408"
"1173","recieved","that first one is for your default","1335331151"
"1678","recieved","bitching and crying","1357447377"
"140","recieved","i dont get this spotify","1311614713"
"837","sent","it better be remasterd","1328588592"
"764","sent","you can check out his campaign","1327473087"
"1533","sent","It'll be legit","1352919223"
"1677","recieved","go in there furious","1357447373"
"668","sent","actually snapped?","1324875970"
"1437","sent","just sent everything to the printer","1347663402"
"1172","recieved","","1335331145"
"1052","recieved","watching ultra live and crying that i didnt go","1332560696"
"139","sent","me too","1311614438"
"836","recieved","plus 2 singles that no one heard","1328588563"
"763","sent","http://www.freshwaterchi.com/","1327473080"
"1532","recieved","because im gonna be doing all sorts of multimedia design and shit","1352919208"
"1676","recieved","damn sorry to hear man","1357447363"
"667","recieved","right now im on some shitty ones i bought for 20$ few years back","1324875963"
"1171","sent","lmaoooooo why you put my pic in it?????","1335331139"
"1436","sent","exactly","1347601250"
"1051","sent","whats good young ho","1332560680"
"138","recieved","i like the vid","1311614416"
"835","recieved","its gonna feature all of his released shit","1328588557"
"762","sent","heres my friends clothing line","1327473079"
"1531","recieved","and id like to have an app developer on hand","1352919197"
"1675","sent",":(","1357447346"
"666","recieved","and i still have yet to fix them","1324875951"
"1170","recieved","DEFAULT PIC MOFUCKA","1335331120"
"1435","recieved","fuck them haters","1347600972"
"1050","recieved","later","1332266576"
"137","sent","http://www.youtube.com/watch?v=eOofWzI3flA","1311613812"
"834","recieved","lets start a dynasty is an LP","1328588543"
"761","sent","hmmm","1327473051"
"1530","recieved","im gonna be rebranding voygraphics in the future","1352919189"
"1674","sent","http://i.imgur.com/q1RJK.jpg","1357447344"
"665","recieved","speaking of breaking headphones my sony mdr's snapped","1324875947"
"1169","recieved","YOO","1335331057"
"1434","sent","should be good, asians park their maseratis there all the time","1347600793"
"1049","recieved","say hi to him","1332266575"
"136","sent","this ones got a lot of motherfuckers","1311613811"
"833","recieved","were working on shit","1328588537"
"760","recieved","help me","1327472999"
"1529","recieved","i wanna see it once u finish, if it is good id like you to join my team","1352919180"
"1048","recieved","legit","1332266571"
"664","recieved","i hate facebook","1324875926"
"1168","recieved","rertrte","1335331055"
"1433","recieved","cool i just dont want my car getting fucked up if i decide to take it down there","1347600759"
"1673","sent","http://i.imgur.com/kN4Q9.jpg","1357447332"
"135","recieved","lmfao fuck u","1311613799"
"832","recieved","yea i know","1328588534"
